対象県（富山/石川/福井）,アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同伴者,宿泊数（全行程）,宿泊エリア（県外）,宿泊エリア（県内）,宿泊数（県内）,１泊目　宿泊先,１泊目　食事プラン,２泊目　宿泊先,２泊目　食事プラン,３泊目　宿泊先,３泊目　食事プラン,４泊目　宿泊先,４泊目　食事プラン,交通手段１（目的地まで）,交通手段１の満足度,交通手段２（目的地から）,交通手段２の満足度,交通の満足度,来県回数（観光）,エリアへの訪問回数,施設への訪問回数,目的,情報源,Facebook,Google,Googleマップ,Instagram,TikTok,X（旧Twitter）,YouTube,SNS広告,ブログ,まとめサイト,インターネット・アプリ,デジタルニュース,宿泊予約Webサイト,宿泊施設,TV・ラジオ番組やCM,ラブライブのスタンプラリー,新聞・雑誌・ガイドブック,旅行会社,友人・知人,地元の人,観光パンフレット・ポスター,観光案内所,観光展・物産展,観光連盟やDMOのHP,その他,他を検討した？,どこと比較した？（県）,どこと比較した？（観光地）,交通費,飲食費,宿泊費,買い物費,施設orエリア消費総額,観光費,訪問場所,寿司,ます寿司,海の幸食べたか,海の幸感動,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度買い物（観光・体験）,満足度（旅行全体）,満足度（商品・サービス）,満足度理由(サービス),満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所,あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。,個人情報保護の方針について,アンケート前に訪れた主な場所（施設やスポット名称、エリアなど）,上記名称リストにない場合について、具体的にお答えください。(前),アンケート後に訪れる予定の場所（施設やスポット名称、エリア）,上記名称リストにない場合について、具体的にお答えください。(後),会員ID,登録エリア,生まれ年,回答時の年齢,UA(UserAgent),回答月,回答エリア2,DMO,推奨項目
富山,2025/04/27 00:00:00,新潟県,女性,60代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,,２回目,,,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡、寺社仏閣の観光","富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 旅行会社のパンフレット",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,ない,,,使わない,"1,000円以上3,000円未満","20,000円以上30,000円未満",,,使わない,"あさひ舟川「春の四重奏」, チューリップロード",食べていない,食べていない,"フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, 甘エビ, ホタルイカ","フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, ホタルイカ, 鮑",大いに満足,大いに満足,満足,,大いに満足,,,魚が新鮮で美味しい,,カニ,,10,機会があれば行きたい,新鮮な海の幸があって、温泉もとても良い,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,北海道,女性,70代,,2: 300〜599万円,,4泊以上,石川県,,4泊以上,,夕・朝２食付き,,夕・朝２食付き,,夕・朝２食付き,,朝食のみ,レンタカー,,レンタカー,,,３回目,,,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡、寺社仏閣の観光","宿泊施設のウェブサイト, 口コミ（家族）, 旅行会社のパンフレット",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,ない,,,"100,000円以上","30,000円以上40,000円未満","30,000円以上40,000円未満",,,"3,000円以上5,000円未満","雨晴海岸, 宇奈月温泉, 海王丸パーク, 黒部峡谷鉄道, 高岡大仏, 立山黒部アルペンルート, 富山県美術館",専門店,回転寿司店（地元）,"ブリ, 紅ズワイガニ, ホタルイカ","ブリ, ホタルイカ",満足,満足,満足,,満足,,,観光の案内が非常にわかりやすく紹介されている。また展示物も興味深いものが多い。,駐車場,ホタルイカ　イチゴ,博物館　美術館,9,来年もまた行きたい,宿泊料金をもう少し下げて欲しい。 その分、お土産の費用に回せる。,富山市,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,東京都,女性,50代,,4: 1000〜2000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,,２回目,,,"温泉や露天風呂, 名所、旧跡、寺社仏閣の観光, 買い物（工芸品・特産品など）","まとめサイト, 旅行ガイドブック",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ない,,,使わない,"5,000円以上10,000円未満","20,000円以上30,000円未満",,,"5,000円以上10,000円未満","雨晴海岸, 海王丸パーク, 新湊大橋, 新湊きっときと市場, 高岡大仏",専門店,食べていない,"ブリ, シロエビ, 甘エビ, ホタルイカ",シロエビ,大いに満足,大いに満足,満足,,満足,,,GW中でしたか、観光場所は、さほど混んでなく、スムーズでした,特になし,白エビ,立山連峰,9,機会があれば行きたい,ブリが沢山食べたい,高岡市,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,神奈川県,女性,40代,,6: 無回答,,4泊以上,新潟　石川　福井,,1泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,,２回目,,,"文化施設の見学・体験（美術館・博物館など）, まちあるき、都市散策各種体験（手作り、果物狩りなど）, ドライブ・ツーリング","宿泊施設のウェブサイト, Googleマップ",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ある,秋田県,,"10,000円以上20,000円未満","1,000円以上3,000円未満","10,000円以上20,000円未満",,,"1,000円以上3,000円未満",八尾観光会館,食べていない,食べていない,"甘エビ, ホタルイカ",ホタルイカ,大いに満足,大いに満足,大いに満足,,大いに満足,,,綺麗だった,特にない,ホタルイカ,ホテルの接客,5,機会があれば行きたい,,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,愛知県,女性,40代,,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,,２回目,,,友人・親戚を訪ねる,"宿泊施設のウェブサイト, 宿泊予約Webサイト, 特になし",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,"30,000円以上40,000円未満","3,000円以上5,000円未満","20,000円以上30,000円未満",,,"1,000円未満",海王丸パーク,回転寿司店（地元）,食べていない,"ブリ, シロエビ, 甘エビ, ホタルイカ, ゲンゲ, バイガイ","ホタルイカ, うに",大いに満足,大いに満足,満足,,満足,,,天気良く順調,,刺し身,,10,来年もまた行きたい,新鮮な海の幸,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,新潟県,女性,40代,,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,,２回目,,,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 工場の見学・体験","Instagram, 富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 宿泊施設のウェブサイト, 雑誌の特集記事",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,ない,,,"3,000円以上5,000円未満","5,000円以上10,000円未満","20,000円以上30,000円未満",,,"1,000円以上3,000円未満",黒部峡谷鉄道,食べていない,食べていない,"フクラギ（イナダ、ハマチ）, 甘エビ, ホタルイカ, ゲンゲ","ホタルイカ, ゲンゲ",満足,満足,大いに満足,,大いに満足,,,天候にも恵まれ、富山でしか体験できないことができたから,,お米,富山湾の眺め,10,来年もまた行きたい,地元の新鮮なお魚とお米,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,千葉県,男性,40代,,2: 300〜599万円,,2泊,新潟県,,2泊,,食事なし（素泊まり）,,,,,,,新幹線,,"在来線・私鉄・路面電車, 路線バス",,普通,１回目,,,スポーツ観戦や芸術鑑賞（コンサート等）,"X（旧Twitter）, テレビ・ラジオ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ある,新潟県,,"1,000円以上3,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満",,,"3,000円以上5,000円未満",富山市ガラス美術館,食べていない,食べていない,ホタルイカ,シロエビ,満足,普通,普通,,普通,,,,,,,8,機会があれば行きたい,,富山市,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,神奈川県,男性,40代,,4: 1000〜2000万円,,2泊,富山県以外には宿泊しない,,2泊,,食事なし（素泊まり）,,食事なし（素泊まり）,,,,,"新幹線, 在来線",,"レンタカー, 徒歩",,大いに満足,１回目,,,"地元の美味しいものを食べる, 名所、旧跡、寺社仏閣の観光, まちあるき、都市散策各種体験（手作り、果物狩りなど）, 趣味を満喫、推し活（好きなアイドル・アニメなどを）応援する, 指導教官の退官講演・パーティーへの出席のため","Instagram, 宿泊施設のウェブサイト, 宿泊予約Webサイト, 口コミ（家族）, 富山県観光公式のパンフレット",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,"5,000円以上10,000円未満","20,000円以上30,000円未満","10,000円以上20,000円未満",,,"1,000円未満","五箇山, 砺波チューリップ公園, 富岩運河環水公園",食べていない,持ち帰り（道の駅・スーパーなど）,食べていない,食べていない,大いに満足,大いに満足,満足,,満足,,,,愛犬と一緒に旅行しましたが、一緒に入れる施設が少ないと感じました。(砺波のチューリップ公園は入場不可なのはビックリしました。愛犬を専用のリュックに入れて迷惑のかからないように公共交通機関(新幹線、在来線など)にも乗れているのに、園内に一緒に入れないのは残念でした。一律に排除ではなく、同意書などでマナーを守れる(何かあった場合は飼い主が責任を持てる)ペットの入場はできるようにして頂けるとありがたいです。ちなみに、五箇山の国の重要指定文化財の村上邸では、「汚さなければ」とのことでリュックに入れて観光させて頂き、満足しております。),,五箇山です。(特に村上邸では大変お世話になりました),8,機会があれば行きたい,愛犬も一緒に行動できる場所が増えれば、もっと関東から富山に愛犬家が旅行に来ると思います。,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,富山県,女性,70代,,1: 300万円未満,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,,１０回目以上,,,宿でのんびり過ごす,"宿泊施設のウェブサイト, 口コミ（友人・恋人）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,ない,,,使わない,"1,000円以上3,000円未満","10,000円以上20,000円未満",,,"1,000円以上3,000円未満","雨晴海岸, 海王丸パーク, 新湊大橋",回転寿司店（地元）,食べていない,"ブリ, 甘エビ, ホタルイカ","甘エビ, ホタルイカ",大いに満足,大いに満足,普通,,大いに満足,,,天候に恵まれ 美しい自然と美味しい食事,,甘エビ、 ホタルイカ,,10,富山県在住,,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,愛知県,男性,60代,,2: 300〜599万円,,2泊,富山県以外には宿泊しない,,2泊,,食事なし（素泊まり）,,夕・朝２食付き,,,,,自家用車,,"自家用車, 自転車",,大いに満足,３回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 買い物（工芸品・特産品など）, アウトドア（海水浴、釣り、登山など）, 趣味を満喫、推し活（好きなアイドル・アニメなどを）応援する","宿泊施設のウェブサイト, 経験",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,"30,000円以上40,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満",,,使わない,"雨晴海岸, 海王丸パーク, 五箇山, 新湊きっときと市場, 砺波チューリップ公園",食べていない,食べていない,"ブリ, シロエビ, ホタルイカ",ブリ,大いに満足,大いに満足,満足,,大いに満足,,,期待どおりであった,,,サイクリング,10,来年もまた行きたい,変わらないでほしい,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,茨城県,男性,50代,,1: 300万円未満,,2泊,富山県以外には宿泊しない,,2泊,,食事なし（素泊まり）,,朝食のみ,,,,,新幹線,,"自家用車, 在来線・私鉄・路面電車",,満足,６回目,,,"宿でのんびり過ごす, お祭りやイベントへの参加・見物, その他スポーツ（ゴルフ、テニスなど）, 友人・親戚を訪ねる, 健康を増進する","富山県内市町村の観光公式サイト, 蜃気楼マラソン公式ページ, 口コミ（家族）, 富山県観光公式のパンフレット",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"1,000円以上3,000円未満","5,000円以上10,000円未満","10,000円以上20,000円未満",,,"3,000円以上5,000円未満",富岩運河環水公園,持ち帰り（道の駅・スーパーなど）,食べていない,"フクラギ（イナダ、ハマチ）, 紅ズワイガニ, 甘エビ",紅ズワイガニ,満足,満足,満足,,満足,,,富山の、観光にかける熱意は凄い。安定の満足感。蜃気楼マラソン主催者の対応に敬意をはらうも、祭り感がもう少し高ければ言うこと無し。,駅前のホテルに宿泊出来たので不便はほぼ無い。ただ、このホテルに予約取れてなければ、移動等に影響あったと考えられる。,ベニズワイ,観光ではないがハーフマラソン,10,来年もまた行きたい,在来線の利便さがもう少し高まると嬉しい,魚津市,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,岐阜県,女性,50代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,朝食のみ,,,,,,,自家用車,,自家用車,,,２回目,,,"地元の美味しいものを食べる, 名所、旧跡、寺社仏閣の観光","YOUTUBE, 口コミ（家族）, 雑誌の特集記事",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ない,,,"5,000円以上10,000円未満","10,000円以上20,000円未満","5,000円以上10,000円未満",,,"1,000円以上3,000円未満","新湊大橋, 新湊きっときと市場, 高岡大仏, ほたるいかミュージアム",回転寿司店（地元）,駅（売店・自販機など）,"紅ズワイガニ, シロエビ, ホタルイカ, ゲンゲ, バイガイ","シロエビ, ホタルイカ, ゲンゲ, バイガイ",満足,満足,普通,,満足,,,道の駅が寂しい。お店が少ない。,飲食、観光共に、少ない。,ホタルイカが、最高！,特になし,5,どちらともいえない,全てが少ない。寂しい。つまらない。,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,神奈川県,男性,60代,,3: 600〜1000万円,,2泊,富山県以外には宿泊しない,,2泊,,朝食のみ,,朝食のみ,,,,,新幹線,,在来線・私鉄・路面電車,,普通,４回目,,,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, お祭りやイベントへの参加・見物, その他スポーツ（ゴルフ、テニスなど）","Facebook, 富山県観光公式サイト「とやま観光ナビ」, 富山県観光公式のパンフレット",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"3,000円以上5,000円未満","10,000円以上20,000円未満","20,000円以上30,000円未満",,,"10,000円以上20,000円未満","あさひ舟川「春の四重奏」, 黒部峡谷鉄道, 立山黒部アルペンルート, 富岩運河環水公園",専門店,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, 甘エビ, バイガイ","シロエビ, バイガイ",大いに満足,大いに満足,大いに満足,,大いに満足,,,魚津マラソンを完走できた。,アルペンルートの予約が取りづらいこと。,寿司,トロッコ電車,10,来年もまた行きたい,あまりインバウンドに振り切らずに日本人相手の対応を続けて欲しい。,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,東京都,男性,60代,,2: 300〜599万円,,4泊以上,長野県,,2泊,,夕食のみ,,,,,,,自家用車,,自家用車,,,２回目,,,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞","宿泊予約Webサイト, 旅行ガイドブック",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,ない,,,"5,000円以上10,000円未満","5,000円以上10,000円未満","10,000円以上20,000円未満",,,"1,000円以上3,000円未満","雨晴海岸, 五箇山, 砺波チューリップ公園",食べていない,食べていない,"フクラギ（イナダ、ハマチ）, 甘エビ",どれにも感動していない,満足,満足,普通,,普通,,,雲が多く雪の立山連峰が見えなかった,特になし,海の幸,砺波チューリップ公園,10,機会があれば行きたい,,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,愛知県,女性,50代,,3: 600〜1000万円,,2泊,富山県以外には宿泊しない,,2泊,,朝食のみ,,夕・朝２食付き,,,,,"在来線, 旅行会社ツアーバス",,"在来線・私鉄・路面電車, 路線バス",,普通,１回目,,,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡、寺社仏閣の観光, クルーズ・観光船を楽しむ","富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 宿泊予約Webサイト, 富山県観光公式のパンフレット",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"50,000円以上100,000円未満","3,000円以上5,000円未満","20,000円以上30,000円未満",,,"10,000円以上20,000円未満","岩瀬エリア, 富山県美術館, 富山市ガラス美術館, 富岩運河環水公園, ほたるいかミュージアム",食べていない,食べていない,"ブリ, 紅ズワイガニ, シロエビ, ホタルイカ, バイガイ","シロエビ, ホタルイカ, バイガイ",大いに満足,普通,満足,,普通,,,富山ならではの海の幸か美味しかった。 富山の皆さん、とても親切で、感じがよかった。,富山駅など混雑があり、予定変更することが度々あった。,ホタルイカ,ホタルイカ観光船,7,機会があれば行きたい,,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,石川県,男性,50代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,食事なし（素泊まり）,,,,,,,自家用車,,自家用車,,,５回目,,,まちあるき、都市散策各種体験（手作り、果物狩りなど）,"宿泊予約Webサイト, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ある,福井県,,"1,000円以上3,000円未満","10,000円以上20,000円未満","40,000円以上50,000円未満",,,"1,000円以上3,000円未満",八尾地区,食べていない,食べていない,食べていない,食べていない,満足,大いに満足,満足,,大いに満足,,,,,,,8,機会があれば行きたい,都市部にはない、自然、町並み、歴史、文化,富山市,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,埼玉県,男性,40代,,4: 1000〜2000万円,,2泊,富山県以外には宿泊しない,,2泊,,朝食のみ,,夕・朝２食付き,,,,,自家用車,,"自家用車, 徒歩",,,３回目,,,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 工場の見学・体験","富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 宿泊施設のウェブサイト, 口コミ（家族）, 口コミ（同僚・同級生）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,ない,,,"50,000円以上100,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満",,,"1,000円以上3,000円未満","あさひ舟川「春の四重奏」, 雨晴海岸, 富山城, ほたるいかミュージアム",回転寿司店（地元）,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, シロエビ, 甘エビ, ホタルイカ, ウマヅラハギ, ゲンゲ, バイガイ, ヒラメ","ホタルイカ, ウマヅラハギ, ヒラメ",大いに満足,普通,満足,,大いに満足,,,会社の同僚に会いにきました。 自然がきれい！美しい！ 食べ物が本当に美味しい！,特にありません,ヒラメ,ホタルイカ海上観光,10,来年もまた行きたい,また来る予定です。 富山県サーフでの釣りを計画中。,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,埼玉県,女性,40代,,4: 1000〜2000万円,,2泊,富山県以外には宿泊しない,,2泊,,食事なし（素泊まり）,,夕・朝２食付き,,,,,自家用車,,"自家用車, 徒歩",,,３回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 工場の見学・体験","富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 宿泊予約Webサイト, 口コミ（家族）, 口コミ（同僚・同級生）",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"50,000円以上100,000円未満","10,000円以上20,000円未満","20,000円以上30,000円未満",,,"5,000円以上10,000円未満","あさひ舟川「春の四重奏」, 称名滝, 新湊大橋, 富山城, ほたるいかミュージアム",回転寿司店（地元）,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, シロエビ, ホタルイカ, ウマヅラハギ, ゲンゲ, バイガイ",ウマヅラハギ,大いに満足,大いに満足,大いに満足,,大いに満足,,,シーズン終了間際でしたがウマヅラハギの肝和えが感動的に美味しかったです,特にありません,ウマヅラハギ,ホタルイカ海上観光,10,来年もまた行きたい,今度は富山県のサーフからのフラットフィッシュ釣り計画中です,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,富山県,男性,60代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,普通,２回目,,,宿でのんびり過ごす,"宿泊施設のウェブサイト, 旅行会社のパンフレット",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,ある,"石川県, 福井県, 長野県",,"50,000円以上100,000円未満","30,000円以上40,000円未満","20,000円以上30,000円未満",,,"3,000円以上5,000円未満","雨晴海岸, 砺波チューリップ公園",回転寿司店（地元）,食べていない,"ブリ, ホタルイカ",ホタルイカ,満足,普通,普通,,満足,,,他と同じ,交通が不便,食べ物,チューリップ公園,3,富山県在住,交通が不便,氷見市,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,東京都,女性,60代,,6: 無回答,,2泊,富山県以外には宿泊しない,,2泊,,夕・朝２食付き,,夕・朝２食付き,,,,,新幹線,,在来線・私鉄・路面電車,,,４回目,,,"温泉や露天風呂, 地元の美味しいものを食べる","宿泊予約Webサイト, 旅行ガイドブック",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,ない,,,"50,000円以上100,000円未満","50,000円以上100,000円未満","40,000円以上50,000円未満",,,"5,000円以上10,000円未満","立山黒部アルペンルート, 砺波チューリップ公園",専門店,食べていない,"ホタルイカ, ゲンゲ","シロエビ, 甘エビ, ホタルイカ",大いに満足,大いに満足,大いに満足,,大いに満足,,,,,,,10,来年もまた行きたい,,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,兵庫県,男性,70代,,1: 300万円未満,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,"レンタカー, 新幹線",,"レンタカー, 在来線・私鉄・路面電車",,満足,１回目,,,"地元の美味しいものを食べる, 名所、旧跡、寺社仏閣の観光, 文化施設の見学・体験（美術館・博物館など）","富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"20,000円以上30,000円未満","5,000円以上10,000円未満","10,000円以上20,000円未満",,,"1,000円以上3,000円未満","雨晴海岸, 国宝 高岡山瑞龍寺, 高岡大仏, 富山市ガラス美術館",回転寿司店（地元）,駅（売店・自販機など）,"ブリ, フクラギ（イナダ、ハマチ）, シロエビ, ホタルイカ","シロエビ, ホタルイカ",満足,満足,満足,,大いに満足,,,富山市内で見た立山連峰が素晴らしかった。,特に無し,ホテルイカ,ガラス美術館,8,機会があれば行きたい,新幹線が大阪までつながればもっと観光客が来ると思います。,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,神奈川県,女性,30代,,3: 600〜1000万円,,3泊,富山県以外には宿泊しない,,3泊,,夕・朝２食付き,,,,,,,新幹線,,自家用車,,大いに満足,８回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 友人・親戚を訪ねる","X（旧Twitter）, Instagram, YOUTUBE, 口コミ（友人・恋人）, 口コミ（家族）",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ない,,,"20,000円以上30,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満",,,"5,000円以上10,000円未満","雨晴海岸, 砺波チューリップ公園",回転寿司店（地元）,持ち帰り（道の駅・スーパーなど）,"ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, 甘エビ, ホタルイカ, ウマヅラハギ, バイガイ","ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, 甘エビ, ホタルイカ, ウマヅラハギ, バイガイ",大いに満足,大いに満足,大いに満足,,大いに満足,,,,,,,7,来年もまた行きたい,富山駅前の子ども向け公演が有料で、しかも500円はびっくり。他県なら無料で開放しているレベルだと思った。,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,富山県,女性,60代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,,５回目,,,温泉や露天風呂,"宿泊施設のウェブサイト, 宿泊予約Webサイト, 口コミ（家族）, 口コミ（同僚・同級生）",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,"3,000円以上5,000円未満","5,000円以上10,000円未満","20,000円以上30,000円未満",,,"1,000円以上3,000円未満",砺波チューリップ公園,食べていない,食べていない,"ブリ, 甘エビ, ホタルイカ",どれにも感動していない,普通,普通,普通,,普通,,,,,,,5,富山県在住,,富山市,,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,愛知県,女性,30代,,3: 600〜1000万円,,2泊,富山県以外には宿泊しない,,2泊,,夕・朝２食付き,,夕・朝２食付き,,,,,自家用車,,路線バス,,満足,１０回目以上,,,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 買い物（工芸品・特産品など）, 健康を増進する","宿泊予約Webサイト, 口コミ（家族）, 観光展・物産展, 富山県観光公式のパンフレット, 旅行会社のパンフレット",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,ある,"長野県, 岐阜県, 静岡県, 三重県",,"20,000円以上30,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満",,,"3,000円以上5,000円未満","立山黒部アルペンルート, 砺波チューリップ公園",持ち帰り（道の駅・スーパーなど）,持ち帰り（道の駅・スーパーなど）,"甘エビ, まだ旅行中のため、今後食べると思われる",甘エビ,大いに満足,大いに満足,大いに満足,,大いに満足,,,・砺波チューリップ公園が展示も含めて素晴らしかった ・立山は観光ボランティアの方まで含めて素晴らしい方だった ・どの方も優しかった,立山は少し海外の方が多すぎ、またその海外の方が少し危険な事をしそうだったので遭難に繋がらないかな、とは不安に感じました,立山荘でいただいたパンは場所もあっておいしく感じました。また、同じ場所で子ども達のエネルギー補給のため買った柿チョコをおいしそうに食べていました。,砺波チューリップ公園、立山,10,機会があれば行きたい,今回はあまり海鮮を食べられなかったのでもっと食べたいと思います,宿泊先,,,,,,,,,,,,,,,
